index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17,index,dpi_resolution,image_url_http,pixel_width,content_type,color,full_title,action,document_type,pixel_height,master_object_name,file_name,document_type_detail,background,cmg_acronym,image_url_https,orientation,Unnamed: 17
11,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,1443,c07971943,c07971952.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,Right facing,,11,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,1443,c07971943,c07971952.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,Right facing,,11,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,1443,c07971943,c07971952.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,Right facing,,11,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973338.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,1420,c07973329,c07973338.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973338.jpg,Center facing,,11,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,1443,c07971943,c07971952.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,Right facing,,11,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,1443,c07971943,c07971952.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,Right facing,
12,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973338.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,1420,c07973329,c07973338.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973338.jpg,Center facing,,12,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973309.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,1443,c07973300,c07973309.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973309.jpg,Left facing,,12,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973309.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,1443,c07973300,c07973309.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973309.jpg,Left facing,,12,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,1443,c07971943,c07971952.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971952.jpg,Right facing,,12,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973309.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,1443,c07973300,c07973309.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973309.jpg,Left facing,,12,300,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973309.jpg,1500,jpg,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,1443,c07973300,c07973309.jpg,product image,White,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973309.jpg,Left facing,
13,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,600,c07971943,c07971951.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,Right facing,,13,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,600,c07973329,c07973337.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,Center facing,,13,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,600,c07973329,c07973337.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,Center facing,,13,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,600,c07973329,c07973337.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,Center facing,,13,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,600,c07973300,c07973308.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,Left facing,,13,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,600,c07973329,c07973337.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,Center facing,
14,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,600,c07973300,c07973308.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,Left facing,,14,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,600,c07973300,c07973308.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,Left facing,,14,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,600,c07973300,c07973308.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,Left facing,,14,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,600,c07973300,c07973308.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,Left facing,,14,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,600,c07973329,c07973337.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,Center facing,,14,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,600,c07973300,c07973308.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973308.png,Left facing,
15,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,600,c07973329,c07973337.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973337.png,Center facing,,15,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,600,c07971943,c07971951.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,Right facing,,15,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,600,c07971943,c07971951.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,Right facing,,15,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,600,c07971943,c07971951.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,Right facing,,15,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,600,c07971943,c07971951.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,Right facing,,15,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,800,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,600,c07971943,c07971951.png,product image,Transparent,cmg115,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971951.png,Right facing,
16,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,430,c07971954,c07971970.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,Right facing,,16,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,430,c07973311,c07973327.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,Left facing,,16,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,430,c07973311,c07973327.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,Left facing,,16,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,430,c07973311,c07973327.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,Left facing,,16,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,430,c07973340,c07973356.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,Center facing,,16,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,430,c07973340,c07973356.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,Center facing,
17,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,430,c07973311,c07973327.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,Left facing,,17,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,430,c07971954,c07971970.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,Right facing,,17,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,430,c07971954,c07971970.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,Right facing,,17,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,430,c07971954,c07971970.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,Right facing,,17,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,430,c07971954,c07971970.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,Right facing,,17,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,430,c07973311,c07973327.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,Left facing,
18,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,430,c07973340,c07973356.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,Center facing,,18,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,430,c07973340,c07973356.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,Center facing,,18,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,430,c07973340,c07973356.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,Center facing,,18,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,430,c07973340,c07973356.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973356.png,Center facing,,18,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,430,c07973311,c07973327.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973327.png,Left facing,,18,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,573,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,430,c07971954,c07971970.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971970.png,Right facing,
19,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,385,c07971954,c07971968.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,Right facing,,19,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,385,c07971954,c07971968.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,Right facing,,19,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,385,c07971954,c07971968.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,Right facing,,19,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,385,c07973340,c07973354.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,Center facing,,19,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,385,c07971954,c07971968.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,Right facing,,19,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,385,c07971954,c07971968.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,Right facing,
20,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,385,c07973311,c07973325.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,Left facing,,20,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,385,c07973311,c07973325.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,Left facing,,20,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,385,c07973311,c07973325.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,Left facing,,20,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,385,c07971954,c07971968.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971968.png,Right facing,,20,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,385,c07973340,c07973354.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,Center facing,,20,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,385,c07973311,c07973325.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,Left facing,
21,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,385,c07973340,c07973354.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,Center facing,,21,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,385,c07973340,c07973354.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,Center facing,,21,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,385,c07973340,c07973354.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,Center facing,,21,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,385,c07973311,c07973325.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,Left facing,,21,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,385,c07973311,c07973325.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973325.png,Left facing,,21,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,513,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,385,c07973340,c07973354.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973354.png,Center facing,
22,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973355.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,356,c07973340,c07973355.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973355.png,Center facing,,22,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,356,c07971954,c07971969.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,Right facing,,22,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,356,c07973311,c07973326.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,Left facing,,22,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,356,c07973311,c07973326.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,Left facing,,22,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,356,c07971954,c07971969.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,Right facing,,22,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,356,c07971954,c07971969.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,Right facing,
23,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,356,c07973311,c07973326.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,Left facing,,23,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973355.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC Front",update,web standard graphic,356,c07973340,c07973355.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973355.png,Center facing,,23,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,356,c07971954,c07971969.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,Right facing,,23,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontRight",update,web standard graphic,356,c07971954,c07971969.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07971969.png,Right facing,,23,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,356,c07973311,c07973326.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,Left facing,,23,72,http://product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,474,png,DarkAsh,"HP 250 G9, HP 255 G9 Notebook PC FrontLeft",update,web standard graphic,356,c07973311,c07973326.png,product image,Transparent,cmg518,https://ssl-product-images.www8-hp.com/digmedialib/prodimg/lowres/c07973326.png,Left facing,
